isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_17710031,H5N1/2022/R13,2023.282,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011223,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122418,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122420,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059056,H5N1/2022/R13,2023.523,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985408,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112326,H5N1/2022/R13,2023.523,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112327,H5N1/2022/R13,2023.523,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112329,H5N1/2022/R13,2023.523,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982383,H5N1/2022/R13,2023.438,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17958948,H5N1/2022/R13,2023.441,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18131279,H5N1/2022/R13,2023.589,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17710042,H5N1/2022/R13,2023.29,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17958951,H5N1/2022/R13,2023.441,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17958952,H5N1/2022/R13,2023.441,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059059,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982388,H5N1/2022/R13,2023.444,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996136,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18058688,H5N1/2022/R13,2023.236,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547365,H5N1/2022/R13,2023.238,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059064,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059065,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123944,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17521022,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17521023,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011065,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011066,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059058,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547369,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17679745,H5N1/2022/R13,2023.195,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010932,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065337,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076009,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122426,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011094,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011100,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985404,H5N1/2022/R13,2023.46,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985405,H5N1/2022/R13,2023.46,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17679729,H5N1/2022/R13,2023.31,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112332,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075725,H5N1/2022/R13,2023.463,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076016,H5N1/2022/R13,2023.463,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985395,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010916,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059067,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17626172,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122431,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010920,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996137,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123938,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065330,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075722,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17409675,H5N1/2022/R13,2023.225,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17564773,H5N1/2022/R13,2023.227,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17564792,H5N1/2022/R13,2023.227,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122442,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17409678,H5N1/2022/R13,2023.233,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059048,H5N1/2022/R13,2023.501,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18013308,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076011,H5N1/2022/R13,2023.501,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123932,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17606758,H5N1/2022/R13,2023.238,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123943,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059049,H5N1/2022/R13,2023.51,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123945,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547366,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547367,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547368,H5N1/2022/R13,2023.241,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059052,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010931,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059054,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985400,H5N1/2022/R13,2023.455,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122457,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18127712,H5N1/2022/R13,2023.247,G6,Africa,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18127713,H5N1/2022/R13,2023.247,G6,Africa,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18127714,H5N1/2022/R13,2023.247,G6,Africa,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17971918,H5N1/2022/R13,2023.403,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547371,H5N1/2022/R13,2023.252,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17547374,H5N1/2022/R13,2023.252,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17584810,H5N1/2022/R13,2023.252,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17470105,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122440,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065333,H5N1/2022/R13,2023.49,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010495,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17470109,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010496,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17626173,H5N1/2022/R13,2023.255,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075718,H5N1/2022/R13,2023.433,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010923,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18094395,H5N1/2022/R13,2023.57,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010928,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112336,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065335,H5N1/2022/R13,2023.496,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065336,H5N1/2022/R13,2023.496,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076030,H5N1/2022/R13,2023.496,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011224,H5N1/2022/R13,2023.501,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011231,H5N1/2022/R13,2023.501,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059060,H5N1/2022/R13,2023.529,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122456,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122458,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123931,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010912,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065339,H5N1/2022/R13,2023.515,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010921,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112335,H5N1/2022/R13,2023.518,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118721,H5N1/2022/R13,2023.551,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118722,H5N1/2022/R13,2023.551,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059051,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065340,H5N1/2022/R13,2023.556,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18059053,H5N1/2022/R13,2023.512,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122422,H5N1/2022/R13,2023.532,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010930,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18115436,H5N1/2022/R13,2023.584,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065342,H5N1/2022/R13,2023.556,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065343,H5N1/2022/R13,2023.556,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17982384,H5N1/2022/R13,2023.436,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112333,H5N1/2022/R13,2023.515,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112334,H5N1/2022/R13,2023.523,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075715,H5N1/2022/R13,2023.425,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011047,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075142,H5N1/2022/R13,2023.178,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011222,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010494,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122445,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010499,H5N1/2022/R13,2023.427,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123933,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122430,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123935,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17996139,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122433,H5N1/2022/R13,2023.542,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010913,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18131277,H5N1/2022/R13,2023.586,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18131278,H5N1/2022/R13,2023.586,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123941,H5N1/2022/R13,2023.545,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18067225,H5N1/2022/R13,2023.29,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112330,H5N1/2022/R13,2023.526,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065393,H5N1/2022/R13,2023.468,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18115433,H5N1/2022/R13,2023.584,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18115435,H5N1/2022/R13,2023.584,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076010,H5N1/2022/R13,2023.471,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123934,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010917,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065344,H5N1/2022/R13,2023.556,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18048777,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18048779,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010922,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010924,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118723,H5N1/2022/R13,2023.551,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010926,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065341,H5N1/2022/R13,2023.556,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065331,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010929,H5N1/2022/R13,2023.477,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065347,H5N1/2022/R13,2023.471,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010500,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18112331,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18094394,H5N1/2022/R13,2023.567,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123724,H5N1/2022/R13,2023.567,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076008,H5N1/2022/R13,2023.479,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122429,H5N1/2022/R13,2023.54,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122437,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122438,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122439,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010493,H5N1/2022/R13,2023.416,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065332,H5N1/2022/R13,2023.49,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18161267,H5N1/2022/R13,2023.616,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17985410,H5N1/2022/R13,2023.468,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010919,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122451,H5N1/2022/R13,2023.545,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123940,H5N1/2022/R13,2023.545,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010918,H5N1/2022/R13,2023.493,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123942,H5N1/2022/R13,2023.545,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122441,H5N1/2022/R13,2023.548,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18123725,H5N1/2022/R13,2023.578,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118730,H5N1/2022/R13,2023.57,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065334,H5N1/2022/R13,2023.488,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010498,H5N1/2022/R13,2023.427,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122435,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17830837,H5N1/2022/R13,2023.43,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17679734,H5N1/2022/R13,2023.249,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010925,H5N1/2022/R13,2023.474,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18011099,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18122436,H5N1/2022/R13,2023.559,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18076029,H5N1/2022/R13,2023.466,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118729,H5N1/2022/R13,2023.57,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010964,H5N1/2022/R13,2023.521,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18033421,H5N1/2022/R13,2023.488,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118727,H5N1/2022/R13,2023.57,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065348,H5N1/2022/R13,2023.485,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_17830866,H5N1/2022/R13,2023.178,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18118733,H5N1/2022/R13,2023.57,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18075726,H5N1/2022/R13,2023.485,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18010915,H5N1/2022/R13,2023.482,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_18065338,H5N1/2022/R13,2023.482,G6,Europe,H5N1/2022/R13,1,1,4,1,3,1,1,3,G1
EPI_ISL_15957857,H5N1/2022/R16,2022.838,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957824,H5N1/2022/R16,2022.836,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585884,H5N1/2022/R16,2022.781,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585882,H5N1/2022/R16,2022.778,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957933,H5N1/2022/R16,2022.852,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957946,H5N1/2022/R16,2022.855,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585908,H5N1/2022/R16,2022.734,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15586125,H5N1/2022/R16,2022.751,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15586109,H5N1/2022/R16,2022.762,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585909,H5N1/2022/R16,2022.786,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15586115,H5N1/2022/R16,2022.797,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957635,H5N1/2022/R16,2022.8,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585765,H5N1/2022/R16,2022.77,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_16384128,H5N1/2022/R16,2022.819,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585844,H5N1/2022/R16,2022.775,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15585755,H5N1/2022/R16,2022.773,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_16384129,H5N1/2022/R16,2022.803,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957830,H5N1/2022/R16,2022.836,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_15957648,H5N1/2022/R16,2022.8,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_16398192,H5N1/2022/R16,2022.795,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
EPI_ISL_16384148,H5N1/2022/R16,2022.888,G1,Europe,H5N1/2022/R16,1,1,2,1,1,1,1,10,G12
